URN,LA,Estab,SCHOOLTYPE,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCFL,NUMFSM,NUMFSMEVER,NORFSMEVER,PNUMFSMEVER
118944,886,6007,Independent school,369,186,183,50.41,49.59,4,1.08,33,8.94,0,0,0,0.00,0,0,0
118946,886,6009,Independent school,498,485,13,97.39,2.61,4,0.80,137,27.51,0,0,0,0.00,0,0,0
118947,886,6010,Independent school,433,197,236,45.50,54.50,5,1.15,99,22.86,0,0,0,0.00,0,0,0
118948,887,6000,Independent school,638,266,372,41.69,58.31,4,0.63,69,10.82,0,0,0,0.00,0,0,0
118949,886,6011,Independent school,287,142,145,49.48,50.52,0,0.00,47,16.38,0,0,0,0.00,0,0,0
118950,886,6012,Independent school,439,191,248,43.51,56.49,3,0.68,72,16.40,0,0,0,0.00,0,0,0
118951,886,6013,Independent school,236,100,136,42.37,57.63,4,1.69,20,8.47,0,0,0,0.00,0,0,0
118952,886,6014,Independent school,1168,565,603,48.37,51.63,0,0.00,122,10.45,0,0,0,0.00,0,0,0
118953,886,6015,Independent school,403,203,200,50.37,49.63,0,0.00,55,13.65,0,0,0,0.00,0,0,0
118954,886,6016,Independent school,460,215,245,46.74,53.26,2,0.43,62,13.48,0,0,0,0.00,0,0,0
118955,886,6017,Independent school,336,3,333,0.89,99.11,0,0.00,73,21.73,0,0,0,0.00,0,0,0
118957,886,6018,Independent school,508,224,284,44.09,55.91,0,0.00,48,9.45,0,0,0,0.00,0,0,0
118958,886,6019,Independent school,841,330,511,39.24,60.76,4,0.48,264,31.39,0,0,0,0.00,0,0,0
118959,886,6020,Independent school,799,0,799,0.00,100.00,0,0.00,123,15.39,0,0,0,0.00,0,0,0
118960,886,6021,Independent school,616,223,393,36.20,63.80,1,0.16,125,20.29,0,0,0,0.00,0,0,0
118962,886,6022,Independent school,155,66,89,42.58,57.42,2,1.29,9,5.81,0,0,0,0.00,0,0,0
118965,886,6024,Independent school,126,66,60,52.38,47.62,1,0.79,41,32.54,0,0,0,0.00,0,0,0
118967,886,6026,Independent school,145,67,78,46.21,53.79,1,0.69,18,12.41,0,0,0,0.00,0,0,0
118971,886,6029,Independent school,167,166,1,99.40,0.60,0,0.00,19,11.38,0,0,0,0.00,0,0,0
118973,886,6031,Independent school,274,99,175,36.13,63.87,0,0.00,71,25.91,0,0,0,0.00,0,0,0
118974,886,6032,Independent school,157,90,67,57.32,42.68,0,0.00,19,12.10,0,0,0,0.00,0,0,0
118975,886,6033,Independent school,241,136,105,56.43,43.57,1,0.41,20,8.30,0,0,0,0.00,0,0,0
118977,886,6035,Independent school,52,27,25,51.92,48.08,0,0.00,3,5.77,0,0,0,0.00,0,0,0
118978,886,6036,Independent school,357,115,242,32.21,67.79,1,0.28,138,38.66,0,0,0,0.00,0,0,0
118979,887,6001,Independent school,134,67,67,50.00,50.00,0,0.00,1,0.75,0,0,0,0.00,0,0,0
118981,886,6038,Independent school,144,0,144,0.00,100.00,2,1.39,60,41.67,0,0,0,0.00,0,0,0
118984,886,6039,Independent school,182,90,92,49.45,50.55,1,0.55,20,10.99,0,0,0,0.00,0,0,0
118985,887,6002,Independent school,367,176,191,47.96,52.04,0,0.00,11,3.00,0,0,0,0.00,0,0,0
118986,886,6040,Independent school,162,68,94,41.98,58.02,0,0.00,38,23.46,0,0,0,0.00,0,0,0
118990,886,6043,Independent school,379,196,183,51.72,48.28,1,0.26,92,24.27,0,0,0,0.00,0,0,0
118991,886,6044,Independent school,136,136,0,100.00,0.00,4,2.94,26,19.12,0,0,0,0.00,0,0,0
118992,886,6045,Independent school,226,115,111,50.88,49.12,1,0.44,11,4.87,0,0,0,0.00,0,0,0
118993,886,6046,Independent school,80,8,72,10.00,90.00,80,100.00,0,0.00,0,0,0,0.00,0,0,0
118995,886,6047,Independent school,129,0,129,0.00,100.00,129,100.00,0,0.00,0,0,0,0.00,0,0,0
118996,886,6048,Independent school,925,456,469,49.30,50.70,0,0.00,239,25.84,0,0,0,0.00,0,0,0
118998,886,6050,Independent school,585,279,306,47.69,52.31,10,1.71,201,34.36,0,0,0,0.00,0,0,0
119001,886,6053,Independent school,592,268,324,45.27,54.73,4,0.68,154,26.01,0,0,0,0.00,0,0,0
119002,886,6054,Independent school,577,577,0,100.00,0.00,0,0.00,112,19.41,0,0,0,0.00,0,0,0
119005,886,6057,Independent school,56,30,26,53.57,46.43,2,3.57,1,1.79,0,0,0,0.00,0,0,0
119006,887,6004,Independent school,334,136,198,40.72,59.28,31,9.28,100,29.94,0,0,0,0.00,0,0,0
119007,886,6058,Independent school,196,44,152,22.45,77.55,41,20.92,28,14.29,0,0,0,0.00,0,0,0
119008,886,6059,Independent school,237,119,118,50.21,49.79,4,1.69,19,8.02,0,0,0,0.00,0,0,0
119009,886,6060,Independent school,101,18,83,17.82,82.18,101,100.00,0,0.00,0,0,0,0.00,0,0,0
119010,886,6061,Independent school,371,176,195,47.44,52.56,2,0.54,14,3.77,0,0,0,0.00,0,0,0
119013,886,6063,Independent school,33,6,27,18.18,81.82,33,100.00,0,0.00,0,0,0,0.00,0,0,0
119014,886,6064,Independent school,125,60,65,48.00,52.00,0,0.00,16,12.80,0,0,0,0.00,0,0,0
119015,886,6065,Independent school,58,17,41,29.31,70.69,58,100.00,0,0.00,0,0,0,0.00,0,0,0
119016,886,6066,Independent school,92,54,38,58.70,41.30,0,0.00,9,9.78,0,0,0,0.00,0,0,0
119020,886,6069,Independent school,202,94,108,46.53,53.47,0,0.00,16,7.92,0,0,0,0.00,0,0,0
119021,886,6070,Independent school,38,11,27,28.95,71.05,38,100.00,0,0.00,0,0,0,0.00,0,0,0
119026,886,7002,State-funded special school,302,90,212,29.80,70.20,302,100.00,0,0.00,4,298,0,1.30,98.7,0,88,67,215,31.16
119027,886,7003,Non-maintained special school,54,15,39,27.78,72.22,53,98.15,1,1.85,0,54,0,0.00,100,0,18,34,54,62.96
119029,886,7011,Non-maintained special school,71,14,57,19.72,80.28,71,100.00,0,0.00,1,70,0,1.40,98.6,0,37,30,50,60.00
119032,886,7021,State-funded special school,113,48,65,42.48,57.52,113,100.00,0,0.00,4,109,0,3.50,96.5,0,37,26,82,31.71
119036,886,7032,State-funded special school,232,21,211,9.05,90.95,232,100.00,0,0.00,5,227,0,2.20,97.8,0,128,140,232,60.34
119037,886,7033,State-funded special school,111,13,98,11.71,88.29,111,100.00,0,0.00,1,108,2,0.90,97.3,1.8,78,83,111,74.77
119040,886,7039,State-funded special school,264,72,192,27.27,72.73,264,100.00,0,0.00,54,210,0,20.50,79.5,0,111,89,221,40.27
119041,886,7040,State-funded special school,253,78,175,30.83,69.17,229,90.51,24,9.49,24,229,0,9.50,90.5,0,107,97,196,49.49
119042,886,7041,State-funded special school,191,48,143,25.13,74.87,190,99.48,1,0.52,0,191,0,0.00,100,0,92,84,160,52.50
119044,886,7043,State-funded special school,393,134,259,34.10,65.90,393,100.00,0,0.00,23,370,0,5.90,94.1,0,196,175,326,53.68
119045,886,7044,State-funded special school,142,13,129,9.15,90.85,142,100.00,0,0.00,0,142,0,0.00,100,0,81,99,142,69.72
119046,886,7045,State-funded special school,156,20,136,12.82,87.18,156,100.00,0,0.00,2,154,0,1.30,98.7,0,125,133,156,85.26
119050,886,7051,State-funded special school,240,66,174,27.50,72.50,235,97.92,5,2.08,19,218,3,7.90,90.8,1.3,83,77,214,35.98
119051,886,7052,State-funded special school,157,36,121,22.93,77.07,152,96.82,5,3.18,1,156,0,0.60,99.4,0,45,37,99,37.37
119052,887,7053,State-funded special school,185,59,126,31.89,68.11,185,100.00,0,0.00,46,139,0,24.90,75.1,0,64,57,159,35.85
119055,886,7056,State-funded special school,724,221,503,30.52,69.48,706,97.51,18,2.49,50,674,0,6.90,93.1,0,260,241,636,37.89
119056,886,7058,State-funded special school,96,14,82,14.58,85.42,96,100.00,0,0.00,5,91,0,5.20,94.8,0,51,51,83,61.45
119058,886,7062,State-funded special school,107,6,101,5.61,94.39,107,100.00,0,0.00,0,107,0,0.00,100,0,70,76,107,71.03
119059,886,7063,State-funded special school,336,113,223,33.63,66.37,336,100.00,0,0.00,30,303,3,8.90,90.2,0.9,137,137,302,45.36
119062,886,7067,State-funded special school,80,0,80,0.00,100.00,80,100.00,0,0.00,0,80,0,0.00,100,0,34,44,80,55.00
119064,888,1000,State-funded nursery,94,47,47,50.00,50.00,0,0.00,21,22.34,17,77,0,18.10,81.9,0,0
119065,888,1001,State-funded nursery,105,56,49,53.33,46.67,0,0.00,27,25.71,7,98,0,6.70,93.3,0,0
119066,888,1002,State-funded nursery,134,81,53,60.45,39.55,1,0.75,27,20.15,11,123,0,8.20,91.8,0,0
119067,888,1003,State-funded nursery,82,41,41,50.00,50.00,3,3.66,23,28.05,18,64,0,22.00,78,0,0
119070,888,1007,State-funded nursery,77,39,38,50.65,49.35,0,0.00,17,22.08,3,74,0,3.90,96.1,0,0
119071,888,1008,State-funded nursery,77,29,48,37.66,62.34,0,0.00,12,15.58,2,75,0,2.60,97.4,0,0
119074,888,1011,State-funded nursery,92,41,51,44.57,55.43,0,0.00,31,33.70,68,24,0,73.90,26.1,0,0
119078,888,1015,State-funded nursery,196,108,88,55.10,44.90,0,0.00,25,12.76,70,126,0,35.70,64.3,0,0
119079,888,1016,State-funded nursery,81,37,44,45.68,54.32,0,0.00,12,14.81,24,57,0,29.60,70.4,0,0
119080,888,1018,State-funded nursery,31,17,14,54.84,45.16,0,0.00,7,22.58,0,31,0,0.00,100,0,0
119083,888,1021,State-funded nursery,68,34,34,50.00,50.00,0,0.00,7,10.29,30,38,0,44.10,55.9,0,0
119084,889,1022,State-funded nursery,89,47,42,52.81,47.19,0,0.00,8,8.99,7,82,0,7.90,92.1,0,0
119086,888,1024,State-funded nursery,76,25,51,32.89,67.11,0,0.00,16,21.05,27,49,0,35.50,64.5,0,0
119088,888,1026,State-funded nursery,96,39,57,40.63,59.38,0,0.00,6,6.25,65,31,0,67.70,32.3,0,0
119089,888,1027,State-funded nursery,60,24,36,40.00,60.00,0,0.00,9,15.00,11,49,0,18.30,81.7,0,0
119090,888,1028,State-funded nursery,94,48,46,51.06,48.94,0,0.00,18,19.15,8,86,0,8.50,91.5,0,0
119091,889,1029,State-funded nursery,68,31,37,45.59,54.41,0,0.00,7,10.29,21,47,0,30.90,69.1,0,0
119092,889,1030,State-funded nursery,41,18,23,43.90,56.10,0,0.00,10,24.39,40,1,0,97.60,2.4,0,0
119093,888,1031,State-funded nursery,58,27,31,46.55,53.45,0,0.00,10,17.24,7,51,0,12.10,87.9,0,0
119095,888,1034,State-funded nursery,72,35,37,48.61,51.39,0,0.00,7,9.72,33,39,0,45.80,54.2,0,0
119096,888,1035,State-funded nursery,114,48,66,42.11,57.89,0,0.00,7,6.14,0,114,0,0.00,100,0,0
119097,888,1037,State-funded nursery,103,50,53,48.54,51.46,0,0.00,8,7.77,3,100,0,2.90,97.1,0,0
119099,889,1039,State-funded nursery,70,36,34,51.43,48.57,0,0.00,0,0.00,10,60,0,14.30,85.7,0,0
119100,888,1046,State-funded nursery,104,54,50,51.92,48.08,0,0.00,16,15.38,7,97,0,6.70,93.3,0,0
119101,888,1047,State-funded nursery,94,47,47,50.00,50.00,0,0.00,15,15.96,63,31,0,67.00,33,0,0
119103,888,1100,Pupil referral unit,12,1,11,8.33,91.67,11,91.67,1,8.33,1,11,0,8.30,91.7,0,9,9,12,75.00
119106,888,1103,Pupil referral unit,18,1,17,5.56,94.44,8,44.44,10,55.56,0,18,0,0.00,100,0,12,12,18,66.67
119112,888,1109,Pupil referral unit,67,20,47,29.85,70.15,14,20.90,12,17.91,2,65,0,3.00,97,0,44,50,67,74.63
119115,889,2000,State-funded primary,402,185,217,46.02,53.98,18,4.48,113,28.11,344,58,0,85.60,14.4,0,105,109,402,27.11
119116,889,2001,State-funded primary,227,117,110,51.54,48.46,5,2.20,41,18.06,48,179,0,21.10,78.9,0,70,82,209,39.23
119118,889,2006,State-funded primary,432,208,224,48.15,51.85,12,2.78,40,9.26,228,203,1,52.80,47,0.2,199,193,401,48.13
119119,889,2007,State-funded primary,328,170,158,51.83,48.17,9,2.74,91,27.74,37,291,0,11.30,88.7,0,178,196,328,59.76
119120,889,2008,State-funded primary,387,195,192,50.39,49.61,26,6.72,81,20.93,7,380,0,1.80,98.2,0,60,72,387,18.60
119121,889,2009,State-funded primary,213,99,114,46.48,53.52,6,2.82,86,40.38,17,196,0,8.00,92,0,133,146,213,68.54
119122,889,2010,State-funded primary,151,77,74,50.99,49.01,5,3.31,60,39.74,16,135,0,10.60,89.4,0,79,83,123,67.48
119123,889,2011,State-funded primary,306,141,165,46.08,53.92,7,2.29,38,12.42,292,14,0,95.40,4.6,0,47,51,280,18.21
119124,889,2012,State-funded primary,492,242,250,49.19,50.81,11,2.24,31,6.30,432,60,0,87.80,12.2,0,41,46,492,9.35
119125,889,2013,State-funded primary,231,125,106,54.11,45.89,5,2.16,61,26.41,27,204,0,11.70,88.3,0,113,123,231,53.25
119126,888,2014,State-funded primary,112,55,57,49.11,50.89,1,0.89,26,23.21,6,106,0,5.40,94.6,0,29,33,112,29.46
119127,889,2015,State-funded primary,437,210,227,48.05,51.95,11,2.52,27,6.18,305,132,0,69.80,30.2,0,91,106,397,26.70
119128,888,2016,State-funded primary,78,42,36,53.85,46.15,1,1.28,7,8.97,1,77,0,1.30,98.7,0,18,14,66,21.21
119129,888,2017,State-funded primary,500,237,263,47.40,52.60,16,3.20,41,8.20,77,423,0,15.40,84.6,0,87,83,420,19.76
119130,888,2019,State-funded primary,406,201,205,49.51,50.49,8,1.97,35,8.62,114,265,27,28.10,65.3,6.7,69,70,406,17.24
119131,888,2020,State-funded primary,132,60,72,45.45,54.55,4,3.03,31,23.48,26,103,3,19.70,78,2.3,74,77,132,58.33
119132,888,2021,State-funded primary,399,197,202,49.37,50.63,13,3.26,70,17.54,37,362,0,9.30,90.7,0,230,232,355,65.35
119134,888,2024,State-funded primary,198,97,101,48.99,51.01,3,1.52,33,16.67,19,179,0,9.60,90.4,0,85,90,198,45.45
119135,888,2025,State-funded primary,314,146,168,46.50,53.50,12,3.82,52,16.56,40,274,0,12.70,87.3,0,171,163,274,59.49
119136,889,2026,State-funded primary,256,133,123,51.95,48.05,4,1.56,42,16.41,178,78,0,69.50,30.5,0,49,49,226,21.68
119137,888,2027,State-funded primary,584,278,306,47.60,52.40,20,3.42,95,16.27,25,559,0,4.30,95.7,0,247,252,584,43.15
119138,888,2028,State-funded primary,420,195,225,46.43,53.57,10,2.38,120,28.57,34,386,0,8.10,91.9,0,179,183,385,47.53
119139,888,2029,State-funded primary,175,92,83,52.57,47.43,9,5.14,55,31.43,16,158,1,9.10,90.3,0.6,95,100,175,57.14
119140,888,2030,State-funded primary,89,49,40,55.06,44.94,3,3.37,10,11.24,0,89,0,0.00,100,0,8,8,89,8.99
119141,888,2031,State-funded primary,109,51,58,46.79,53.21,2,1.83,20,18.35,2,107,0,1.80,98.2,0,10,10,109,9.17
119145,888,2041,State-funded primary,203,113,90,55.67,44.33,7,3.45,38,18.72,25,178,0,12.30,87.7,0,43,44,203,21.67
119146,888,2042,State-funded primary,242,123,119,50.83,49.17,4,1.65,21,8.68,4,238,0,1.70,98.3,0,28,28,242,11.57
119147,888,2045,State-funded primary,98,40,58,40.82,59.18,0,0.00,17,17.35,0,98,0,0.00,100,0,17,17,92,18.48
119148,888,2047,State-funded primary,131,64,67,48.85,51.15,2,1.53,26,19.85,4,127,0,3.10,96.9,0,55,59,131,45.04
119149,888,2048,State-funded primary,302,142,160,47.02,52.98,0,0.00,28,9.27,2,299,1,0.70,99,0.3,48,53,302,17.55
119151,888,2050,State-funded primary,314,154,160,49.04,50.96,2,0.64,35,11.15,50,264,0,15.90,84.1,0,52,56,314,17.83
119152,888,2051,State-funded primary,213,101,112,47.42,52.58,3,1.41,15,7.04,22,191,0,10.30,89.7,0,20,20,213,9.39
119153,888,2052,State-funded primary,244,120,124,49.18,50.82,5,2.05,15,6.15,87,157,0,35.70,64.3,0,40,41,244,16.80
119154,888,2053,State-funded primary,91,52,39,57.14,42.86,0,0.00,4,4.40,0,91,0,0.00,100,0,4,4,91,4.40
119155,888,2054,State-funded primary,243,126,117,51.85,48.15,7,2.88,34,13.99,31,211,1,12.80,86.8,0.4,78,80,243,32.92
119156,888,2055,State-funded primary,199,101,98,50.75,49.25,3,1.51,21,10.55,4,195,0,2.00,98,0,20,21,199,10.55
119157,888,2058,State-funded primary,208,92,116,44.23,55.77,0,0.00,4,1.92,5,203,0,2.40,97.6,0,11,12,208,5.77
119158,888,2059,State-funded primary,244,112,132,45.90,54.10,1,0.41,16,6.56,26,218,0,10.70,89.3,0,24,23,219,10.50
119159,888,2060,State-funded primary,432,212,220,49.07,50.93,7,1.62,18,4.17,7,425,0,1.60,98.4,0,47,51,405,12.59
119160,888,2062,State-funded primary,93,43,50,46.24,53.76,2,2.15,5,5.38,10,83,0,10.80,89.2,0,16,16,81,19.75
119161,888,2064,State-funded primary,348,166,182,47.70,52.30,3,0.86,22,6.32,29,319,0,8.30,91.7,0,19,21,348,6.03
119162,888,2067,State-funded primary,201,104,97,51.74,48.26,3,1.49,29,14.43,68,133,0,33.80,66.2,0,62,66,179,36.87
119163,889,2070,State-funded primary,413,190,223,46.00,54.00,5,1.21,36,8.72,2,411,0,0.50,99.5,0,40,51,413,12.35
119164,888,2071,State-funded primary,297,139,158,46.80,53.20,10,3.37,27,9.09,9,288,0,3.00,97,0,127,132,297,44.44
119165,888,2073,State-funded primary,94,42,52,44.68,55.32,0,0.00,4,4.26,0,94,0,0.00,100,0,7,7,84,8.33
119166,888,2074,State-funded primary,347,142,205,40.92,59.08,21,6.05,66,19.02,74,272,1,21.30,78.4,0.3,100,104,347,29.97
119168,888,2076,State-funded primary,351,161,190,45.87,54.13,9,2.56,36,10.26,17,334,0,4.80,95.2,0,70,74,351,21.08
119172,888,2082,State-funded primary,345,183,162,53.04,46.96,9,2.61,46,13.33,22,323,0,6.40,93.6,0,147,154,345,44.64
119173,888,2083,State-funded primary,209,101,108,48.33,51.67,3,1.44,29,13.88,90,118,1,43.10,56.5,0.5,77,85,209,40.67
119174,888,2085,State-funded primary,214,106,108,49.53,50.47,4,1.87,75,35.05,48,166,0,22.40,77.6,0,103,104,193,53.89
119175,888,2087,State-funded primary,416,205,211,49.28,50.72,8,1.92,51,12.26,407,9,0,97.80,2.2,0,78,85,416,20.43
119176,888,2089,State-funded primary,454,229,225,50.44,49.56,11,2.42,41,9.03,300,154,0,66.10,33.9,0,73,76,426,17.84
119177,888,2090,State-funded primary,357,176,181,49.30,50.70,8,2.24,41,11.48,287,70,0,80.40,19.6,0,81,86,357,24.09
119178,888,2092,State-funded primary,461,234,227,50.76,49.24,6,1.30,58,12.58,294,167,0,63.80,36.2,0,96,99,420,23.57
119179,888,2093,State-funded primary,337,185,152,54.90,45.10,2,0.59,43,12.76,323,14,0,95.80,4.2,0,64,64,269,23.79
119180,888,2094,State-funded primary,191,92,99,48.17,51.83,1,0.52,25,13.09,0,191,0,0.00,100,0,25,27,191,14.14
119181,888,2095,State-funded primary,212,101,111,47.64,52.36,1,0.47,25,11.79,3,209,0,1.40,98.6,0,16,19,212,8.96
119182,888,2096,State-funded primary,216,121,95,56.02,43.98,1,0.46,28,12.96,11,205,0,5.10,94.9,0,63,66,198,33.33
119183,888,2097,State-funded primary,462,238,224,51.52,48.48,5,1.08,28,6.06,332,128,2,71.90,27.7,0.4,103,103,436,23.62
119184,888,2099,State-funded primary,624,296,328,47.44,52.56,11,1.76,27,4.33,95,528,1,15.20,84.6,0.2,165,174,624,27.88
119185,888,2101,State-funded primary,391,196,195,50.13,49.87,6,1.53,38,9.72,275,116,0,70.30,29.7,0,101,101,391,25.83
119186,888,2105,State-funded primary,404,191,213,47.28,52.72,1,0.25,47,11.63,34,370,0,8.40,91.6,0,130,134,381,35.17
119187,888,2107,State-funded primary,208,100,108,48.08,51.92,9,4.33,39,18.75,4,204,0,1.90,98.1,0,89,91,197,46.19
119188,888,2108,State-funded primary,208,108,100,51.92,48.08,3,1.44,36,17.31,0,208,0,0.00,100,0,25,26,208,12.50
119189,888,2109,State-funded primary,212,93,119,43.87,56.13,6,2.83,23,10.85,2,210,0,0.90,99.1,0,35,36,212,16.98
119190,888,2111,State-funded primary,193,88,105,45.60,54.40,3,1.55,16,8.29,7,186,0,3.60,96.4,0,27,31,193,16.06
119191,888,2112,State-funded primary,103,58,45,56.31,43.69,2,1.94,8,7.77,4,99,0,3.90,96.1,0,34,39,103,37.86
119192,888,2113,State-funded primary,66,33,33,50.00,50.00,2,3.03,5,7.58,2,64,0,3.00,97,0,10,10,66,15.15
119193,888,2114,State-funded primary,283,150,133,53.00,47.00,6,2.12,24,8.48,5,278,0,1.80,98.2,0,111,116,283,40.99
119194,888,2117,State-funded primary,401,193,208,48.13,51.87,8,2.00,53,13.22,124,277,0,30.90,69.1,0,116,120,401,29.93
119195,888,2118,State-funded primary,413,215,198,52.06,47.94,6,1.45,29,7.02,9,404,0,2.20,97.8,0,26,28,413,6.78
119196,888,2121,State-funded primary,206,102,104,49.51,50.49,2,0.97,18,8.74,3,202,1,1.50,98.1,0.5,12,13,206,6.31
119198,888,2128,State-funded primary,133,53,80,39.85,60.15,1,0.75,13,9.77,1,132,0,0.80,99.2,0,15,17,133,12.78
119199,888,2129,State-funded primary,316,168,148,53.16,46.84,5,1.58,26,8.23,8,308,0,2.50,97.5,0,61,61,316,19.30
119200,889,5204,State-funded primary,220,106,114,48.18,51.82,3,1.36,21,9.55,7,213,0,3.20,96.8,0,48,52,220,23.64
119201,889,2136,State-funded primary,95,46,49,48.42,51.58,4,4.21,14,14.74,3,92,0,3.20,96.8,0,2,3,95,3.16
119202,888,2140,State-funded primary,191,93,98,48.69,51.31,6,3.14,9,4.71,4,187,0,2.10,97.9,0,22,26,191,13.61
119203,888,2142,State-funded primary,178,89,89,50.00,50.00,7,3.93,9,5.06,0,177,1,0.00,99.4,0.6,8,8,178,4.49
119204,888,2145,State-funded primary,254,124,130,48.82,51.18,9,3.54,62,24.41,67,187,0,26.40,73.6,0,117,120,254,47.24
119205,888,2146,State-funded primary,235,123,112,52.34,47.66,5,2.13,43,18.30,26,209,0,11.10,88.9,0,67,69,207,33.33
119206,888,2147,State-funded primary,329,159,170,48.33,51.67,9,2.74,103,31.31,10,319,0,3.00,97,0,109,113,270,41.85
119208,888,2150,State-funded primary,239,120,119,50.21,49.79,3,1.26,25,10.46,6,233,0,2.50,97.5,0,78,80,239,33.47
119209,888,2156,State-funded primary,31,13,18,41.94,58.06,3,9.68,13,41.94,0,31,0,0.00,100,0,14,14,31,45.16
119215,888,2162,State-funded primary,221,109,112,49.32,50.68,5,2.26,17,7.69,7,214,0,3.20,96.8,0,89,89,221,40.27
119217,888,2164,State-funded primary,404,203,201,50.25,49.75,11,2.72,38,9.41,19,385,0,4.70,95.3,0,144,148,394,37.56
119220,889,2167,State-funded primary,202,87,115,43.07,56.93,6,2.97,105,51.98,25,177,0,12.40,87.6,0,75,75,158,47.47
119221,889,2168,State-funded primary,232,107,125,46.12,53.88,9,3.88,97,41.81,30,202,0,12.90,87.1,0,119,152,232,65.52
119222,889,2169,State-funded primary,398,202,196,50.75,49.25,8,2.01,52,13.07,384,14,0,96.50,3.5,0,54,63,349,18.05
119224,888,2183,State-funded primary,80,45,35,56.25,43.75,0,0.00,9,11.25,1,79,0,1.30,98.8,0,3,3,68,4.41
119225,888,2184,State-funded primary,19,13,6,68.42,31.58,0,0.00,6,31.58,0,19,0,0.00,100,0,4,4,19,21.05
119226,888,2185,State-funded primary,188,91,97,48.40,51.60,5,2.66,37,19.68,30,158,0,16.00,84,0,68,74,188,39.36
119228,888,2187,State-funded primary,645,325,320,50.39,49.61,11,1.71,40,6.20,522,123,0,80.90,19.1,0,169,168,610,27.54
119229,888,2188,State-funded primary,242,137,105,56.61,43.39,0,0.00,63,26.03,94,148,0,38.80,61.2,0,81,86,209,41.15
119230,888,2189,State-funded primary,233,123,110,52.79,47.21,3,1.29,22,9.44,34,199,0,14.60,85.4,0,100,100,213,46.95
119231,888,2190,State-funded primary,335,167,168,49.85,50.15,6,1.79,31,9.25,191,144,0,57.00,43,0,93,97,313,30.99
119232,888,2191,State-funded primary,181,89,92,49.17,50.83,2,1.10,24,13.26,40,141,0,22.10,77.9,0,100,104,181,57.46
119233,888,2192,State-funded primary,204,112,92,54.90,45.10,3,1.47,20,9.80,37,167,0,18.10,81.9,0,82,84,204,41.18
119234,888,2193,State-funded primary,195,101,94,51.79,48.21,5,2.56,26,13.33,45,150,0,23.10,76.9,0,120,121,195,62.05
119235,888,2195,State-funded primary,245,108,137,44.08,55.92,4,1.63,32,13.06,142,103,0,58.00,42,0,90,88,208,42.31
119236,888,2196,State-funded primary,212,110,102,51.89,48.11,2,0.94,19,8.96,15,197,0,7.10,92.9,0,98,102,189,53.97
119237,888,2197,State-funded primary,307,129,178,42.02,57.98,4,1.30,34,11.07,79,228,0,25.70,74.3,0,151,151,297,50.84
119238,888,2198,State-funded primary,202,92,110,45.54,54.46,5,2.48,30,14.85,21,181,0,10.40,89.6,0,80,81,202,40.10
119239,888,2200,State-funded primary,186,85,101,45.70,54.30,9,4.84,21,11.29,22,164,0,11.80,88.2,0,102,113,186,60.75
119246,890,2208,State-funded primary,623,300,323,48.15,51.85,7,1.12,97,15.57,36,587,0,5.80,94.2,0,269,286,623,45.91
