"Year","Difference between predicted and achieved SQA advanced higher points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2019","-1 points","All","All","Not main scheme application","15","15","1","0"
"2020","-1 points","All","All","Not main scheme application","15","10","0.733","0"
"2021","-1 points","All","All","Not main scheme application","15","10","0.923","0"
"2022","-1 points","All","All","Not main scheme application","15","10","0.923","0"
"2023","-1 points","All","All","Not main scheme application","5","5"," ","0"
"2010","-2 points","All","All","Not main scheme application","5","5"," ","0"
"2011","-2 points","All","All","Not main scheme application","5","5"," ","0"
"2012","-2 points","All","All","Not main scheme application","15","15","0.933","0"
"2013","-2 points","All","All","Not main scheme application","10","10"," ","0"
"2014","-2 points","All","All","Not main scheme application","15","10","0.706","0"
"2015","-2 points","All","All","Not main scheme application","10","10"," ","0"
"2016","-2 points","All","All","Not main scheme application","5","5"," ","0"
"2017","-2 points","All","All","Not main scheme application","5","5"," ","0"
"2018","-2 points","All","All","Not main scheme application","5","5"," ","0"
"2019","-2 points","All","All","Not main scheme application","10","10"," ","0"
"2020","-2 points","All","All","Not main scheme application","10","10","0.917","0"
"2021","-2 points","All","All","Not main scheme application","10","10","0.909","0"
"2022","-2 points","All","All","Not main scheme application","20","10","0.611","0"
"2023","-2 points","All","All","Not main scheme application","10","10","0.909","0"
"2010","-3 points","All","All","Not main scheme application","10","10","1","0"
"2011","-3 points","All","All","Not main scheme application","10","5"," ","0"
"2012","-3 points","All","All","Not main scheme application","5","5"," ","0"
"2013","-3 points","All","All","Not main scheme application","5","5"," ","0"
"2014","-3 points","All","All","Not main scheme application","10","5"," ","0"
"2015","-3 points","All","All","Not main scheme application","15","10","0.923","0"
"2016","-3 points","All","All","Not main scheme application","15","15","0.765","0"
"2017","-3 points","All","All","Not main scheme application","15","15","0.933","0"
"2018","-3 points","All","All","Not main scheme application","15","10","0.8","0"
"2019","-3 points","All","All","Not main scheme application","15","10","0.857","0"
"2020","-3 points","All","All","Not main scheme application","15","15","0.929","0"
"2021","-3 points","All","All","Not main scheme application","5","5"," ","0"
"2022","-3 points","All","All","Not main scheme application","10","10","1","0"
"2023","-3 points","All","All","Not main scheme application","15","10","0.923","0"
"2010","-4 points","All","All","Not main scheme application","10","10"," ","0"
"2011","-4 points","All","All","Not main scheme application","5","5"," ","0"
"2012","-4 points","All","All","Not main scheme application","10","5"," ","0"
"2013","-4 points","All","All","Not main scheme application","10","10"," ","0"
"2014","-4 points","All","All","Not main scheme application","15","10"," ","0"
"2015","-4 points","All","All","Not main scheme application","10","10"," ","0"
"2016","-4 points","All","All","Not main scheme application","10","5"," ","0"
"2017","-4 points","All","All","Not main scheme application","10","5"," ","0"
"2018","-4 points","All","All","Not main scheme application","10","5"," ","0"
"2019","-4 points","All","All","Not main scheme application","5","5"," ","0"
"2020","-4 points","All","All","Not main scheme application","5","5"," ","0"
"2021","-4 points","All","All","Not main scheme application","10","5"," ","0"
"2022","-4 points","All","All","Not main scheme application","10","10","0.833","0"
"2023","-4 points","All","All","Not main scheme application","10","10"," ","0"
"2010","-5 points","All","All","Not main scheme application","10","5"," ","0"
"2011","-5 points","All","All","Not main scheme application","5","5"," ","0"
"2012","-5 points","All","All","Not main scheme application","10","5"," ","0"
"2013","-5 points","All","All","Not main scheme application","10","5"," ","0"
"2014","-5 points","All","All","Not main scheme application","10","10","0.917","0"
"2015","-5 points","All","All","Not main scheme application","10","5"," ","0"
"2016","-5 points","All","All","Not main scheme application","5","5"," ","0"
"2017","-5 points","All","All","Not main scheme application","5","5"," ","0"
"2018","-5 points","All","All","Not main scheme application","10","5"," ","0"
"2019","-5 points","All","All","Not main scheme application","10","10","0.917","0"
"2020","-5 points","All","All","Not main scheme application","10","10"," ","0"
"2021","-5 points","All","All","Not main scheme application","5","5"," ","0"
"2022","-5 points","All","All","Not main scheme application","10","10"," ","0"
"2023","-5 points","All","All","Not main scheme application","15","15","0.929","0"
"2010","-6 points","All","All","Not main scheme application","5","5"," ","0"
"2011","-6 points","All","All","Not main scheme application","5","5"," ","0"
"2012","-6 points","All","All","Not main scheme application","10","10"," ","0"
"2013","-6 points","All","All","Not main scheme application","5","5"," ","0"
"2014","-6 points","All","All","Not main scheme application","5","5"," ","0"
"2015","-6 points","All","All","Not main scheme application","5","5"," ","0"
"2016","-6 points","All","All","Not main scheme application","5","5"," ","0"
"2017","-6 points","All","All","Not main scheme application","10","5"," ","0"
"2018","-6 points","All","All","Not main scheme application","5","5"," ","0"
"2019","-6 points","All","All","Not main scheme application","10","10"," ","0"
"2020","-6 points","All","All","Not main scheme application","5","5"," ","0"
"2022","-6 points","All","All","Not main scheme application","10","10"," ","0"
"2023","-6 points","All","All","Not main scheme application","5","5"," ","0"
"2010","Less than -6 points","All","All","Not main scheme application","10","10","1","0"
"2011","Less than -6 points","All","All","Not main scheme application","15","10","0.8","0"
"2012","Less than -6 points","All","All","Not main scheme application","15","10","0.857","0"
"2013","Less than -6 points","All","All","Not main scheme application","10","10","0.833","0"
"2014","Less than -6 points","All","All","Not main scheme application","10","5"," ","0"
"2015","Less than -6 points","All","All","Not main scheme application","15","10"," ","0"
"2016","Less than -6 points","All","All","Not main scheme application","15","10","0.769","0"
"2017","Less than -6 points","All","All","Not main scheme application","20","15","0.682","0"
"2018","Less than -6 points","All","All","Not main scheme application","10","10"," ","0"
"2019","Less than -6 points","All","All","Not main scheme application","15","10","0.769","0"
"2020","Less than -6 points","All","All","Not main scheme application","5","5"," ","0"
"2021","Less than -6 points","All","All","Not main scheme application","10","5"," ","0"
"2022","Less than -6 points","All","All","Not main scheme application","15","10","0.733","0"
"2023","Less than -6 points","All","All","Not main scheme application","10","10","0.917","0"
"2010","0 points","All","All","Main scheme application","475","440","0.926","0"
"2011","0 points","All","All","Main scheme application","505","470","0.929","0"
"2012","0 points","All","All","Main scheme application","505","455","0.901","0"
"2013","0 points","All","All","Main scheme application","610","555","0.908","0"
"2014","0 points","All","All","Main scheme application","555","515","0.923","0"
"2015","0 points","All","All","Main scheme application","615","560","0.915","0"
"2016","0 points","All","All","Main scheme application","685","620","0.905","0"
"2017","0 points","All","All","Main scheme application","650","605","0.926","0"
"2018","0 points","All","All","Main scheme application","680","635","0.931","0"
"2019","0 points","All","All","Main scheme application","660","625","0.9470000000000001","0"
"2020","0 points","All","All","Main scheme application","1040","940","0.907","0"
"2021","0 points","All","All","Main scheme application","1265","1160","0.919","0"
"2022","0 points","All","All","Main scheme application","870","800","0.923","0"
"2023","0 points","All","All","Main scheme application","850","800","0.9420000000000001","0"
"2010","1 points","All","All","Main scheme application","85","75","0.916","0"
"2011","1 points","All","All","Main scheme application","80","70","0.887","0"
"2012","1 points","All","All","Main scheme application","75","65","0.88","0"
"2013","1 points","All","All","Main scheme application","95","85","0.935","0"
"2014","1 points","All","All","Main scheme application","70","65","0.928","0"
"2015","1 points","All","All","Main scheme application","75","70","0.986","0"
"2016","1 points","All","All","Main scheme application","95","90","0.9470000000000001","0"
"2017","1 points","All","All","Main scheme application","60","50","0.864","0"
"2018","1 points","All","All","Main scheme application","80","65","0.859","0"
"2019","1 points","All","All","Main scheme application","70","65","0.9440000000000001","0"
"2020","1 points","All","All","Main scheme application","135","120","0.891","0"
"2021","1 points","All","All","Main scheme application","150","130","0.867","0"
"2022","1 points","All","All","Main scheme application","70","70","0.972","0"
"2023","1 points","All","All","Main scheme application","70","60","0.873","0"
"2010","2 points","All","All","Main scheme application","35","35","0.9440000000000001","0"
"2011","2 points","All","All","Main scheme application","25","25","0.889","0"
"2012","2 points","All","All","Main scheme application","20","20","0.9","0"
"2013","2 points","All","All","Main scheme application","30","30","0.903","0"
"2014","2 points","All","All","Main scheme application","25","25","1","0"
"2015","2 points","All","All","Main scheme application","25","20","0.875","0"
"2016","2 points","All","All","Main scheme application","25","20","0.846","0"
"2017","2 points","All","All","Main scheme application","20","15","0.895","0"
"2018","2 points","All","All","Main scheme application","15","15","0.8130000000000001","0"
"2019","2 points","All","All","Main scheme application","20","15","0.833","0"
"2020","2 points","All","All","Main scheme application","35","35","1","0"
"2021","2 points","All","All","Main scheme application","35","25","0.794","0"
"2022","2 points","All","All","Main scheme application","30","25","0.893","0"
"2023","2 points","All","All","Main scheme application","20","15","0.778","0"
"2010","3 points","All","All","Main scheme application","5","0"," ","0"
"2011","3 points","All","All","Main scheme application","5","5"," ","0"
